OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100096,Sample-Routine,Water,Surface Water,6/7/81,9:50:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,4200,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200084,Sample-Routine,Water,Surface Water,2/24/82,12:30:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,4200,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99500017,Sample-Routine,Water,Surface Water,10/20/94,9:15:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,CL & SO4 MATCH SITE HISTORY,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,430,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900162,Sample-Routine,Water,Surface Water,11/29/78,14:15:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,440,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300031,Sample-Routine,Water,Surface Water,12/21/82,14:40:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,48,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200064,Sample-Routine,Water,Surface Water,4/19/82,13:15:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,48,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500032,Sample-Routine,Water,Surface Water,4/12/85,11:10:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,50,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400062,Sample-Routine,Water,Surface Water,5/21/84,13:05:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,52,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100080,Sample-Routine,Water,Surface Water,9/1/81,16:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,5200,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201925,Sample-Routine,Water,Surface Water,6/12/92,10:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,5400,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600012,Sample-Routine,Water,Surface Water,10/23/85,17:15:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,560,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201995,Sample-Routine,Water,Surface Water,8/14/92,10:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Rising stage,Storm,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,5600,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800192,Sample-Routine,Water,Surface Water,4/27/78,0:00:00,EST,,,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,6100,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400044,Sample-Routine,Water,Surface Water,5/12/84,13:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,64,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300064,Sample-Routine,Water,Surface Water,2/22/83,13:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,64,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300034,Sample-Routine,Water,Surface Water,3/1/83,12:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,640,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900152,Sample-Routine,Water,Surface Water,11/29/78,13:00:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,660,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500033,Sample-Routine,Water,Surface Water,7/15/85,12:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,68,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100087,Sample-Routine,Water,Surface Water,5/12/81,13:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,700,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800191,Sample-Routine,Water,Surface Water,4/26/78,18:00:00,EST,,,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,7100,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400079,Sample-Routine,Water,Surface Water,3/26/84,14:00:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,720,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000065,Sample-Routine,Water,Surface Water,1/2/80,12:55:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,76,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000053,Sample-Routine,Water,Surface Water,2/13/80,9:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,80,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400073,Sample-Routine,Water,Surface Water,11/14/83,14:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,84,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400081,Sample-Routine,Water,Surface Water,5/21/84,11:40:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,88,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201940,Sample-Routine,Water,Surface Water,7/20/92,11:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,NH3+ORG-D&T RR  VALUES DUP'ED,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,9000,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600313,Sample-Routine,Water,Surface Water,5/8/86,11:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100099,Sample-Routine,Water,Surface Water,8/5/81,11:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500038,Sample-Routine,Water,Surface Water,11/14/84,12:15:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400036,Sample-Routine,Water,Surface Water,11/15/83,9:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500059,Sample-Routine,Water,Surface Water,9/4/85,10:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201930,Sample-Routine,Water,Surface Water,7/2/92,12:00:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,PO4-D P-D RR  VALUES DUP'ED,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,960,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200056,Sample-Routine,Water,Surface Water,8/12/82,13:55:00,EDT,,"USGS-Atlanta Central Laboratory, GA",USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,Not Detected,Fecal Coliform,,,Historical,Actual,,31625,,,,,,,Historical Lower Reporting Limit,10,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200067,Sample-Routine,Water,Surface Water,8/12/82,13:30:00,EDT,,"USGS-Atlanta Central Laboratory, GA",USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,Not Detected,Fecal Coliform,,,Historical,Actual,,31625,,,,,,,Historical Lower Reporting Limit,10,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200079,Sample-Routine,Water,Surface Water,8/12/82,14:15:00,EDT,,"USGS-Atlanta Central Laboratory, GA",USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,Not Detected,Fecal Coliform,,,Historical,Actual,,31625,,,,,,,Historical Lower Reporting Limit,10,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300062,Sample-Routine,Water,Surface Water,12/21/82,13:35:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99202013,Sample-Routine,Water,Surface Water,9/2/92,10:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400095,Sample-Routine,Water,Surface Water,5/21/84,12:25:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301545,Quality Control Sample-Field Replicate,Water,Surface Water,8/11/93,11:15:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,100,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000066,Sample-Routine,Water,Surface Water,2/12/80,15:00:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,1000,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500056,Sample-Routine,Water,Surface Water,7/15/85,10:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,110,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401379,Sample-Routine,Water,Surface Water,3/25/94,12:15:00,EST,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,110,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800167,Sample-Routine,Water,Surface Water,11/10/77,16:00:00,EST,,,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,12,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301252,Sample-Routine,Water,Surface Water,6/14/93,14:00:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02083833,ROE RERUN VALUE DUP'ED,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,120,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200077,Sample-Routine,Water,Surface Water,4/20/82,11:30:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,120,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100067,Sample-Routine,Water,Surface Water,9/1/81,14:00:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,120,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600317,Sample-Routine,Water,Surface Water,5/8/86,10:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,"RERUNS:ALK=74,SO4=20,CL=17","Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,120,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100065,Sample-Routine,Water,Surface Water,6/8/81,16:00:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,120,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300052,Sample-Routine,Water,Surface Water,12/21/82,13:05:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,120,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100103,Sample-Routine,Water,Surface Water,1/13/81,13:00:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,1200,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500052,Sample-Routine,Water,Surface Water,2/6/85,11:00:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Rising stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,1200,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300059,Sample-Routine,Water,Surface Water,9/19/83,11:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,1200,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401205,Sample-Routine,Water,Surface Water,1/20/94,9:15:00,EST,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US D-77 TM,,Fecal Coliform,130,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300043,Sample-Routine,Water,Surface Water,2/22/83,14:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200065,Sample-Routine,Water,Surface Water,6/1/82,16:30:00,EDT,,"USGS-Atlanta Central Laboratory, GA",USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800183,Sample-Routine,Water,Surface Water,11/10/77,14:00:00,EST,,,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000052,Sample-Routine,Water,Surface Water,1/2/80,12:25:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100082,Sample-Routine,Water,Surface Water,1/12/81,13:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,150,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400080,Sample-Routine,Water,Surface Water,5/8/84,13:50:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Rising stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,1500,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200082,Sample-Routine,Water,Surface Water,1/4/82,13:50:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,1500,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
