OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600457,Sample-Routine,Water,Surface Water,7/9/86,9:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,56,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800297,Sample-Routine,Water,Surface Water,3/9/88,9:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,56,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000256,Sample-Routine,Water,Surface Water,10/1/79,13:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,5700,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300221,Sample-Routine,Water,Surface Water,8/31/83,10:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,580,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300216,Sample-Routine,Water,Surface Water,1/10/83,10:15:00,EST,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,600,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100135,Sample-Routine,Water,Surface Water,11/5/80,11:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,6200,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401429,Sample-Routine,Water,Surface Water,4/13/94,11:00:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-0208925200,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,Fecal Coliform,,63,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000261,Sample-Routine,Water,Surface Water,2/19/80,13:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,64,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700274,Sample-Routine,Water,Surface Water,12/8/76,12:45:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,640,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700283,Sample-Routine,Water,Surface Water,5/24/77,9:45:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,6400,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100140,Sample-Routine,Water,Surface Water,3/23/81,12:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,68,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900486,Sample-Routine,Water,Surface Water,5/23/79,11:35:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,76,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700849,Sample-Routine,Water,Surface Water,7/23/87,10:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,80,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300159,Sample-Routine,Water,Surface Water,1/15/93,13:30:00,EST,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Rising stage,Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-76 TM,Fecal Coliform,,80,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700287,Sample-Routine,Water,Surface Water,7/26/77,12:30:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,8500,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100147,Sample-Routine,Water,Surface Water,7/28/81,12:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,860,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500110,Sample-Routine,Water,Surface Water,11/5/74,10:30:00,EST,,,,,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,110,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400135,Sample-Routine,Water,Surface Water,2/11/74,12:20:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,120,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97600230,Sample-Routine,Water,Surface Water,11/20/75,8:10:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,120,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500134,Sample-Routine,Water,Surface Water,9/8/75,11:30:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1200,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400143,Sample-Routine,Water,Surface Water,5/29/74,12:40:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1200,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400118,Sample-Routine,Water,Surface Water,10/4/73,15:10:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1500,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400130,Sample-Routine,Water,Surface Water,12/13/73,12:20:00,EST,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1500,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500131,Sample-Routine,Water,Surface Water,8/6/75,10:00:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,160,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97600249,Sample-Routine,Water,Surface Water,6/29/76,13:35:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,170,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97600237,Sample-Routine,Water,Surface Water,2/24/76,12:00:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,200,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400120,Sample-Routine,Water,Surface Water,10/15/73,10:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,2200,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97300239,Sample-Routine,Water,Surface Water,9/4/73,15:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,230,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400134,Sample-Routine,Water,Surface Water,1/24/74,17:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,290,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400157,Sample-Routine,Water,Surface Water,9/3/74,14:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,3700,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500112,Sample-Routine,Water,Surface Water,12/12/74,10:30:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,400,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400156,Sample-Routine,Water,Surface Water,8/27/74,15:50:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,4300,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400131,Sample-Routine,Water,Surface Water,1/3/74,13:30:00,EST,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,450,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400129,Sample-Routine,Water,Surface Water,12/3/73,12:25:00,EST,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,490,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400133,Sample-Routine,Water,Surface Water,1/17/74,11:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,50,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97600257,Sample-Routine,Water,Surface Water,9/21/76,13:15:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,510,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500119,Sample-Routine,Water,Surface Water,3/17/75,9:30:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,510,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400124,Sample-Routine,Water,Surface Water,10/31/73,10:30:00,EST,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,60,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97600240,Sample-Routine,Water,Surface Water,3/30/76,8:45:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,80,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97600235,Sample-Routine,Water,Surface Water,2/3/76,9:30:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,88,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400142,Sample-Routine,Water,Surface Water,4/30/74,12:30:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,90,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400136,Sample-Routine,Water,Surface Water,2/21/74,12:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,900,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500121,Sample-Routine,Water,Surface Water,4/1/75,9:40:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,92,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97500115,Sample-Routine,Water,Surface Water,1/29/75,10:30:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,96,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97400139,Sample-Routine,Water,Surface Water,3/28/74,9:00:00,EDT,,,,Organization other than U.S. Geological Survey,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,960,cfu/100ml,Historical,Actual,,31616,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600307,Sample-Routine,Water,Surface Water,5/6/86,11:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900478,Sample-Routine,Water,Surface Water,10/2/78,15:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99203631,Sample-Routine,Water,Surface Water,9/15/92,11:45:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,Weighted-bottle sampler,Fecal Coliform,,130,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800436,Sample-Routine,Water,Surface Water,10/26/77,12:00:00,EDT,,,,,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1300,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500188,Sample-Routine,Water,Surface Water,5/13/85,10:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,140,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800440,Sample-Routine,Water,Surface Water,1/25/78,13:15:00,EST,,,,,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,140,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301543,Sample-Routine,Water,Surface Water,8/11/93,14:30:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-76 TM,Fecal Coliform,,140,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700279,Sample-Routine,Water,Surface Water,2/22/77,9:30:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,16,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100138,Sample-Routine,Water,Surface Water,2/9/81,13:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,170,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500186,Sample-Routine,Water,Surface Water,1/7/85,10:10:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,1800,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99000383,Sample-Routine,Water,Surface Water,11/28/89,12:15:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,190,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99403596,Sample-Routine,Water,Surface Water,9/7/94,10:15:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,Weighted-bottle sampler,Fecal Coliform,,190,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401204,Sample-Routine,Water,Surface Water,1/20/94,14:00:00,EST,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-0208925200,,Falling stage,Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,Fecal Coliform,,2,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600217,Sample-Routine,Water,Surface Water,3/11/86,11:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,20,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99500117,Sample-Routine,Water,Surface Water,12/13/94,9:45:00,EST,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-0208925200,BALANCES W/ NUTRIENT & LAB ALK,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,Fecal Coliform,,200,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700281,Sample-Routine,Water,Surface Water,4/26/77,10:00:00,EDT,,,,Other:Not valid for new data entry,USGS-02089500,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,200,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700092,Sample-Routine,Water,Surface Water,11/5/86,9:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,210,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400355,Sample-Routine,Water,Surface Water,7/17/84,9:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,Fecal Coliform,,2100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
