OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,USGS-0212404970,"CANE CR TRIB NR HUNTERSVILLE, NC",Stream,3040105,,,35.40041675,-80.8159053,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212404990,"S PRONG CLARKE CR AB HOLBROOKS LF, NC (HRSW2)",Stream,3040105,1.52,sq mi,35.40708324,-80.8181276,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212404995,"S PRONG CLARKE CR BL HOLBROOKS RD LF, NC (HRSW1)",Stream,3040105,1.85,sq mi,35.40708324,-80.8181276,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429908,"REEDY CR TRIB NR HBRLF AT CHARLOTTE, NC (HBSW7B)",Stream,3040105,0.09,sq mi,35.22375478,-80.6978466,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429910,"TRIB REEDY CR TRIB 2, HBRLF, CHARLOTTE, NC(HBSW7A)",Stream,3040105,0.12,sq mi,35.2254214,-80.6984022,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429912,"REEDY CK TRIB NR HICKORY GROVE, NC",Stream,3040105,0.18,sq mi,35.2273658,-80.6992355,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429920,"HARRISBURG RD SW SITE, CHARLOTTE, NC (HBSW2001)",Stream,3040105,0.44,sq mi,35.2293102,-80.69367989,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429930,"WIBERLY BRANCH NEAR WILGROVE, NC",Stream,3040105,0.35,sq mi,35.22792134,-80.6925688,,1,seconds,Interpolated from MAP.,NAD83,675.01,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429935,HBLSWS #1506 LAKE HOFFMAN AT HARRISBURG RD LF,"Lake, Reservoir, Impoundment",3040105,0.06,sq mi,35.21903268,-80.6928466,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429940,"HARRISBURG RD LANDFILL, CHARLOTTE, NC (HBSW2008)",Stream,3040105,0.5,sq mi,35.22875466,-80.6931243,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0212429960,"REEDY CR TRIB 2 AT CHARLOTTE, NC (HRSW2006)",Stream,3040105,1,sq mi,35.22986574,-80.6934021,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02126000,"ROCKY RIVER NEAR NORWOOD, NC",Stream,3040105,1372,sq mi,35.14888889,-80.1758333,,1,seconds,Interpolated from MAP.,NAD83,252.27,feet,0.14,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,37,167,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02129000,"PEE DEE R NR ROCKINGHAM, NC",Stream,3040201,6863,sq mi,34.9458333,-79.8697222,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,119.52,feet,0.01,feet,Global Positioning System.,NAVD88,US,37,153,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02134500,"LUMBER RIVER AT BOARDMAN, NC",Stream,3040203,1228,sq mi,34.4425,-78.9602778,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,72.05,feet,0.01,feet,Level or other surveyed method.,NGVD29,US,37,155,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02138000,"CATAWBA RIVER NEAR MARION, NC",Stream,3050101,172,sq mi,35.7073458,-82.0331651,,1,seconds,Interpolated from MAP.,NAD83,1208,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,111,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02141245,"LOWER CREEK NR SR1501 NEAR MORGANTON, NC",Stream,3050101,89.5,sq mi,35.8254078,-81.6359306,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,23,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214126765,"RHODHISS LAKE, HUFFMAN BRIDGE, SR1501, SITE 20","Lake, Reservoir, Impoundment",3050101,,,35.78763009,-81.6248182,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,23,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214146100,"RHODHISS LK AT CASTLE BRIDGE, SR1001, SITE 24","Lake, Reservoir, Impoundment",3050101,,,35.7801311,-81.523982,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,23,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214148975,"RHODHISS LAKE AT RHODHISS DAM, SITE 27","Lake, Reservoir, Impoundment",3050101,,,35.77429829,-81.4423125,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,23,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214157625,"LAKE HICKORY AT US 321, SITE 29","Lake, Reservoir, Impoundment",3050101,,,35.75846528,-81.3775878,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,23,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214183365,"UPPER LITTLE R AT SR1740 AT PETRA MILLS, NC",Stream,3050101,33.9,sq mi,35.84207604,-81.3617551,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,27,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214184000,"LAKE HICKORY AT NC 127, SITE 34","Lake, Reservoir, Impoundment",3050101,,,35.80290977,-81.3045303,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,35,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214192500,"MIDDLE LITTLE R AT MORETZ DAM NR BETHLEHEM, NC",Stream,3050101,46.1,sq mi,35.84596517,-81.2792522,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,3,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214196095,"LAKE HICKORY ABOVE OXFORD DAM, SITE 40A","Lake, Reservoir, Impoundment",3050101,,,35.8215213,-81.1936937,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,35,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02142500,"CATAWBA RIVER AT CATAWBA, NC",Stream,3050101,1535,sq mi,35.71680029,-81.06618989,,1,seconds,Interpolated from MAP.,NAD83,746.49,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,35,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214264800,"CATAWBA R AT NC 73 NR HICKS X-ROADS, NC (MTN01)",Stream,3050101,1778,sq mi,35.42763648,-80.9564638,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214264900,CATAWBA R AT POWER PLANT NR SHUFFLETOWN (MTN04),Stream,3050101,,,35.36402659,-80.974519,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02142651,MCDWELL CR AT WESTMRLND RD NR CORNELIUS (CSW09),Stream,3050101,2.35,sq mi,35.46388889,-80.87638889,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214266000,"MCDOWELL CREEK NR CHARLOTTE, NC (CSW10)",Stream,3050101,26.3,sq mi,35.38971389,-80.921,,0.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,644.87,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214266024,"MCDOWELL CR NR SHUFFLETOWN, NC (MTN07)",Stream,3050101,,,35.37291566,-80.9450741,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214266045,"CATAWBA R BL MCDOWELL CR NR SHUFFLETOWN, NC(MTN09)",Stream,3050101,,,35.3595829,-80.9231292,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214266075,"GAR CR AT SR2120 (MCKOY RD) NR OAKDALE, NC (CSW08)",Stream,3050101,2.67,sq mi,35.36527778,-80.88638889,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214266250,"GAR CREEK NR SHUFFLETOWN, NC (MTN11)",Stream,3050101,,,35.3487498,-80.9247957,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214267000,"CATAWBA R AT INLET NR SHUFFLETOWN, NC (MTN13)",Stream,3050101,,,35.343194,-80.9534073,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214267200,"CATAWBA R AT NC 16 NR SHUFFLETOWN, NC (MTN14)",Stream,3050101,1854.4,sq mi,35.3504158,-80.9722966,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02142808,"CATAWBA R AT HWY 27 AT MOUNT HOLLY, NC (MTN17)",Stream,3050101,2010,sq mi,35.29624997,-81.0075745,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,71,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214295269,"UNMD TR TO PAW CR NR PAW CR @ CHARLOTTE, NC(CSW01)",Stream,3050101,,,35.2704181,-80.9356285,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02143000,"HENRY FORK NEAR HENRY RIVER, NC",Stream,3050102,83.2,sq mi,35.68444444,-81.4033333,24000,1,seconds,Interpolated from MAP.,NAD83,890.11,feet,0.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,37,35,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02143040,"JACOB FORK AT RAMSEY, NC",Stream,3050102,25.7,sq mi,35.59055556,-81.5669444,,1,seconds,Reported.,NAD83,1102.62,feet,0.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,37,23,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02143260,"CLARK CREEK AT LINCOLNTON, NC",Stream,3050102,91.2,sq mi,35.47513376,-81.26647,24000,1,seconds,Interpolated from MAP.,NAD83,760,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,109,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02143500,"INDIAN CREEK NEAR LABORATORY, NC",Stream,3050102,69.2,sq mi,35.42055556,-81.2652778,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,741.62,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,37,109,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02144000,"LONG CREEK NEAR BESSEMER CITY, NC",Stream,3050102,31.8,sq mi,35.30638889,-81.2347222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,705.86,feet,0.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,37,71,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02145518,"CATAWBA CREEK NEAR CRAMERTON, NC",Stream,3050101,23.3,sq mi,35.1948622,-81.0811869,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,71,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02145531,"CATAWBA RIVER AT NC 49 NEAR PINEVILLE, NC",Stream,3050101,2810,sq mi,35.1018096,-81.0395204,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214620750,"IRWIN CR AT DALECREST RD NR CHARLOTTE, NC",Stream,3050103,3.51,sq mi,35.28097487,-80.8192376,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214620760,"IRWIN CR AT STARITA RD AT CHARLOTTE, NC (SRSW 13)",Stream,3050103,4.4,sq mi,35.2758333,-80.8261111,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,679.35,feet,0.1,feet,Interpolated from topographic map.,NGVD29,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214620805,"IRWIN CR TRIB BL STARITA RD AT CHAR, NC (CSW05)",Stream,3050103,0.022,sq mi,35.27236388,-80.8247932,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214620810,"IRWIN CR TR AT STATESVLLE RD LF AT CHAR,NC (SRSW2)",Stream,3050103,0.03,sq mi,35.26736389,-80.832571,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02146211,"IRWIN CR AT STATESVILLE AVE AT CHARLOTTE, NC",Stream,3050103,5.97,sq mi,35.26194444,-80.8369444,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,656.04,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214623975,"IRWIN CR AT XPRESSWY AT 5TH ST AT CHAR, NC(SRSW12)",Stream,3050103,,,35.229309,-80.8536826,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214628700,"IRWIN CK AT W BLVD AT CHARLOTTE, NC (SRSW14)",Stream,3050103,24.6,sq mi,35.2176424,-80.87257189,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02146300,"IRWIN CREEK NEAR CHARLOTTE, NC",Stream,3050103,30.7,sq mi,35.19777778,-80.9044444,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,590.87,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214632322,"SUGAR CR AT YORKMONT RD NR CHARLOTTE, NC (YRSW21A)",Stream,3050103,38,sq mi,35.19042047,-80.9145174,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214632330,"TRIB TO SUGAR CR AUSTIN PWDR RD NR CHAR, NC(YRSW8)",Stream,3050103,0.37,sq mi,35.17625419,-80.9147954,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214632335,"TRIB TO SUGAR CR UPGRAD YRLF NR CHAR, NC (YRSW9A)",Stream,3050103,0.87,sq mi,35.17430988,-80.9072952,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214632340,"TRIB TO SUGAR CR BL YRLF NR CHARLOTTE, NC (YRSW9)",Stream,3050103,1.02,sq mi,35.16653227,-80.9111843,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214632815,"SUGAR CR AT NC 49 NEAR CHARLOTTE, NC (YRSW41)",Stream,3050103,41.2,sq mi,35.16458786,-80.912851,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214635212,"UN TR TO SUGAR CR AT CROMPTON ST, CHAR, NC (CSW06)",Stream,3050103,0.06,sq mi,35.1158333,-80.9136111,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214643840,"EDWRDS BR TR STRM DRN AT HDDN BR DR CHAR,NC(CSW03)",Stream,3050103,0.023,sq mi,35.1981995,-80.7834036,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02146470,"LITTLE HOPE CR AT SENECA PLACE AT CHARLOTTE, NC",Stream,3050103,2.63,sq mi,35.16444444,-80.8530556,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,597.32,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214650690,"LTL SUGAR CR TR AT ROSE VLLEY DR, CHAR, NC (CSW02)",Stream,3050103,0.123,sq mi,35.14847774,-80.8609055,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214652600,"MCALPINE CR .5 MI BL US HWY 74, CHAR, NC (SITE 1)",Stream,3050103,17.5,sq mi,35.15347878,-80.7403473,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214652625,"MCALPINE CR .7 MI BL US HWY 74, CHAR, NC (SITE 2)",Stream,3050103,17.6,sq mi,35.15070107,-80.7422917,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214656665,"MCALPINE CR TRIB (DRAIN DITCH) CHAR, NC (MGSW)",Stream: Ditch,3050103,0.004,sq mi,35.15264547,-80.7425695,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02146579,"IRVIN'S CREEK AT LEBANON RD NR MINT HILL, NC",Stream,3050103,5.27,sq mi,35.1662562,-80.689791,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214658200,"IRVINS CR AT MOUTH NR MATTHEWS, NC (SITE 4)",Stream,3050103,14.4,sq mi,35.14958999,-80.7422917,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214658250,"MCALPINE CK 200FT AB SCLRR, CHARLOTTE, NC (SITE 5)",Stream,3050103,32.1,sq mi,35.1493122,-80.7428473,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214666925,"FOUR MILE CR TRIB NR PROVIDENCE, NC (I-485, CSW07)",Stream,3050103,0.266,sq mi,35.06348046,-80.8097936,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0214669980,"MCMULLEN CR TR AT SILO LN NR CHARLOTTE, NC (CSW04)",Stream,3050103,0.126,sq mi,35.14653389,-80.8092377,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02151000,"SECOND BROAD RIVER AT CLIFFSIDE, NC",Stream,3050105,220,sq mi,35.23567858,-81.76565609,,1,seconds,Interpolated from MAP.,NAD83,670.5,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,161,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02152622,"BROAD RIVER NEAR EARL, NC",Stream,3050105,1270,sq mi,35.18068275,-81.6192616,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,45,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02153456,"BUFFALO CREEK NEAR GROVER, NC",Stream,3050105,161,sq mi,35.17138889,-81.5158333,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,37,45,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02154020,"NORTH PACOLET RIVER NEAR SANDY PLAINS, NC",Stream,3050105,44.8,sq mi,35.21622569,-82.1809465,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,149,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-02176912,"CHATTOOGA RIVER NEAR HIGHLANDS, NC",Stream,3060102,22.9,sq mi,35.01592238,-83.1265386,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,99,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",Stream,5050001,205,sq mi,36.3933333,-81.4069444,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2657.04,feet,0.01,feet,Reported method of determination.,NGVD29,US,37,9,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03162500,"NORTH FORK NEW RIVER AT CRUMPLER, NC",Stream,5050001,277,sq mi,36.50416667,-81.39,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2518.81,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,9,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03162850,"NEW RIVER AT AMELIA, NC",Stream,5050001,820,sq mi,36.5523492,-81.1831456,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,5,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03439000,"FRENCH BROAD RIVER AT ROSMAN, NC",Stream,6010105,67.9,sq mi,35.1433333,-82.8247222,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2173.83,feet,0.01,feet,Reported method of determination.,NGVD29,US,37,175,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0344114090,"DAVIDSON RIVER AT OLD HENDERSON WAY AT BREVARD, NC",Stream,6010105,,,35.25622518,-82.699013,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,175,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03443000,"FRENCH BROAD RIVER AT BLANTYRE, NC",Stream,6010105,296,sq mi,35.29916667,-82.62388889,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2060.32,feet,0.01,feet,Level or other surveyed method.,NGVD29,US,37,175,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03447000,"MUD CREEK AT NAPLES, NC",Stream,6010105,109,sq mi,35.3873383,-82.5037316,,1,seconds,Interpolated from MAP.,NAD83,2047.48,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,89,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0344841000,"SOUTH HOMINY CREEK AT CANDLER, NC",Stream,6010105,,,35.53566469,-82.6920735,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,21,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0344878100,"HOMINY CREEK NR WEST ASHEVILLE, NC",Stream,6010105,104,sq mi,35.56138889,-82.5969444,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,21,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03450000,"BEETREE CREEK NEAR SWANNANOA, NC",Stream,6010105,5.46,sq mi,35.65305556,-82.4052778,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2726.39,feet,0.01,feet,Reported method of determination.,NGVD29,US,37,21,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0345092550,"ROSS CR AT BEAUCATCHER RD AT ASHEVILLE, NC",Stream,6010105,2.46,sq mi,35.58761266,-82.5301247,,1,seconds,Interpolated from MAP.,NAD83,877,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,21,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-03451000,"SWANNANOA RIVER AT BILTMORE, NC",Stream,6010105,130,sq mi,35.5683333,-82.5447222,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1976.58,feet,0.01,feet,Level or other surveyed method.,NGVD29,US,37,21,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-0345112600,"NASTY BRANCH AT ASHEVILLE, NC",Stream,6010105,1.19,sq mi,35.5790009,-82.5595699,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,21,NWIS
