OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2014-000159308,Sample-Routine,Water,Surface Water,2/24/14,11:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,240,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20181114-J5970000-371239235,Sample-Routine,Water,Surface Water,11/14/18,10:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,2100,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000501268,Sample-Routine,Water,,2/15/08,9:48:00,EST,0.1,m,LNBA,,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,108,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000221105,Sample-Routine,Water,,4/24/03,11:52:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,28,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000445749,Sample-Routine,Water,,2/7/97,11:15:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,18,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000331352,Sample-Routine,Water,,12/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,44,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000342779,Sample-Routine,Water,,9/13/00,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,62,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000088538,Sample-Routine,Water,,2/17/06,9:39:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,18,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000002376,Sample-Routine,Water,,3/15/10,8:48:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,116,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000008125,Sample-Routine,Water,,12/21/11,9:51:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5500000,,,,35.32239,-78.12815,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,50,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000001393,Sample-Routine,Water,,1/13/11,10:32:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,8,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000005041,Sample-Routine,Water,,7/8/10,8:56:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,350,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000005824,Sample-Routine,Water,,8/2/10,10:38:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,180,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170713-J5970000-371238637,Sample-Routine,Water,Surface Water,7/13/17,9:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,38,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-070001193,Sample-Routine,Water,,7/2/13,10:46:00,EST,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,160,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000458729,Sample-Routine,Water,,12/7/95,12:30:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,119,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000464649,Sample-Routine,Water,,4/10/95,10:20:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,100,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000422068,Sample-Routine,Water,,7/13/98,10:20:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,3,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000469761,Sample-Routine,Water,,9/29/08,9:55:00,EDT,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,94,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000266292,Sample-Routine,Water,,5/6/02,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,44,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000230462,Sample-Routine,Water,,1/30/03,12:17:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,5,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000320200,Sample-Routine,Water,,3/30/01,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,50,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000396491,Sample-Routine,Water,,5/5/99,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,102,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000381457,Sample-Routine,Water,,9/14/99,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,31,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000440338,Sample-Routine,Water,,7/3/97,9:55:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,370,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000407697,Sample-Routine,Water,,12/9/98,11:25:00,EST,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,74,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000392394,Sample-Routine,Water,,6/7/99,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,200,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000392563,Sample-Routine,Water,,6/7/99,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,8,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000371353,Sample-Routine,Water,,1/11/00,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,350,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000337762,Sample-Routine,Water,,10/23/00,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000007285,Sample-Routine,Water,,10/31/11,10:48:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,54,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005930,Sample-Routine,Water,,8/16/11,8:53:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,127,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014706081,Sample-Routine,Water,,1/2/14,11:23:00,EST,0.1,m,LNBA,,21NCMONITORING-J6010950,,,,35.2817,-77.8686,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,17,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180410-J5970000-371238799,Sample-Routine,Water,Surface Water,4/10/18,10:45:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,230,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170615-J5970000-371238624,Sample-Routine,Water,Surface Water,6/15/17,9:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,210,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001660513,Sample-Routine,Water,,10/20/09,12:00:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,19,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000466528,Sample-Routine,Water,,1/13/95,11:45:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,58,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000463328,Sample-Routine,Water,,6/13/95,9:45:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,4500,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000425611,Sample-Routine,Water,,6/3/98,12:15:00,EDT,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,150,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000071177,Sample-Routine,Water,,8/17/09,11:03:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6024000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,130,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000492285,Sample-Routine,Water,,10/8/09,9:52:00,EDT,0.1,m,LNBA,,21NCMONITORING-J5500000,,,,35.32239,-78.12815,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,92,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000169804,Sample-Routine,Water,,5/17/04,10:20:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,16,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000234665,Sample-Routine,Water,,12/13/02,12:28:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,71,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000317216,Sample-Routine,Water,,4/19/01,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,32,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000226912,Sample-Routine,Water,,2/28/03,10:41:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,101,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000431495,Sample-Routine,Water,,1/9/98,9:00:00,EST,,,LNBA,LNBA,21NCMONITORING-J6024000,Actual value is known to be greater than value given.,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,9200,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000429058,Sample-Routine,Water,,3/11/98,9:10:00,EST,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,2000,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000429163,Sample-Routine,Water,,3/11/98,9:30:00,EST,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,410,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000443999,Sample-Routine,Water,,4/4/97,12:40:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,54,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000454608,Sample-Routine,Water,,6/6/96,9:55:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,144,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000358822,Sample-Routine,Water,,5/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,39,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000049636,Sample-Routine,Water,,12/29/06,9:50:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,108,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000006568,Sample-Routine,Water,,9/30/10,10:55:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,755,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005082,Sample-Routine,Water,,7/13/11,9:56:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,665: reagent contamination,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,90,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005093,Sample-Routine,Water,,7/13/11,10:29:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,665: reagent contamination,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,115,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005941,Sample-Routine,Water,,8/16/11,10:10:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,650,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014709409,Sample-Routine,Water,,5/15/14,10:45:00,EST,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,26,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180306-J5970000-371238774,Sample-Routine,Water,Surface Water,3/6/18,10:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,97,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001712099,Sample-Routine,Water,,5/13/10,14:55:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-B9080000,,,,35.1914,-78.01759,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,1200,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
