OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityStartTime/Time,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,MonitoringLocationIdentifier,HydrologicEvent,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0011598-1973,Sample,Water,8/21/73,12:10:00,0.33,ft,NCLEGACY,21NC01WQ-B9120000,,Fecal Coliform,Total,450,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0011596-1973,Sample,Water,8/21/73,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B8700000,,Fecal Coliform,Total,7400,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0000394-1974,Sample,Water,1/15/74,15:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,80,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0008217-1974,Sample,Water,5/24/74,8:10:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,180,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0021606-1974,Sample,Water,10/2/74,12:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0021600-1974,Sample,Water,10/2/74,16:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,110,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0021603-1974,Sample,Water,10/2/74,15:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,240,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0021609-1974,Sample,Water,10/2/74,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0000948-1975,Sample,Water,1/15/75,10:40:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,1200,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0000951-1975,Sample,Water,1/15/75,10:10:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,1400,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0001981-1975,Sample,Water,1/27/75,11:45:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,180,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0001984-1975,Sample,Water,1/27/75,12:20:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,240,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0003779-1975,Sample,Water,2/11/75,14:45:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,140,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0003782-1975,Sample,Water,2/11/75,14:10:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,270,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004166-1975,Sample,Water,2/13/75,11:20:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004160-1975,Sample,Water,2/13/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B8680000,,Fecal Coliform,Total,90,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004172-1975,Sample,Water,2/13/75,14:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9140000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004175-1975,Sample,Water,2/13/75,11:50:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004169-1975,Sample,Water,2/13/75,13:50:00,0.33,ft,NCLEGACY,21NC01WQ-B9120000,,Fecal Coliform,Total,110,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004163-1975,Sample,Water,2/13/75,13:20:00,0.33,ft,NCLEGACY,21NC01WQ-B8700000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0005711-1975,Sample,Water,3/3/75,12:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,50,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0005717-1975,Sample,Water,3/3/75,11:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0005714-1975,Sample,Water,3/3/75,13:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,100,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0005720-1975,Sample,Water,3/3/75,10:45:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0006869-1975,Sample,Water,3/18/75,10:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9260000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0006872-1975,Sample,Water,3/18/75,10:50:00,0.33,ft,NCLEGACY,21NC01WQ-B9280000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0006986-1975,Sample,Water,3/20/75,11:50:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,160,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007279-1975,Sample,Water,3/26/75,11:10:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007285-1975,Sample,Water,3/26/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007282-1975,Sample,Water,3/26/75,11:40:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,50,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007622-1975,Sample,Water,4/2/75,9:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,40,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0007625-1975,Sample,Water,4/2/75,11:45:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008354-1975,Sample,Water,4/10/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B8720000,,Fecal Coliform,Total,90,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008348-1975,Sample,Water,4/10/75,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B8680000,,Fecal Coliform,Total,100,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008360-1975,Sample,Water,4/10/75,12:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9140000,,Fecal Coliform,Total,140,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008357-1975,Sample,Water,4/10/75,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9120000,,Fecal Coliform,Total,120,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008351-1975,Sample,Water,4/10/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B8700000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008583-1975,Sample,Water,4/15/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9200000,,Fecal Coliform,Total,2000,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008592-1975,Sample,Water,4/15/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9260000,,Fecal Coliform,Total,1300,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008595-1975,Sample,Water,4/15/75,13:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9280000,,Fecal Coliform,Total,1200,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008601-1975,Sample,Water,4/15/75,14:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9320000,,Fecal Coliform,Total,1600,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008577-1975,Sample,Water,4/15/75,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9160000,,Fecal Coliform,Total,1600,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008586-1975,Sample,Water,4/15/75,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9220000,,Fecal Coliform,Total,2200,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008598-1975,Sample,Water,4/15/75,14:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9300000,,Fecal Coliform,Total,1400,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008580-1975,Sample,Water,4/15/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9180000,,Fecal Coliform,Total,1400,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008589-1975,Sample,Water,4/15/75,12:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9240000,,Fecal Coliform,Total,1600,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008828-1975,Sample,Water,4/21/75,0:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,170,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008826-1975,Sample,Water,4/21/75,0:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,190,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008827-1975,Sample,Water,4/21/75,0:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,150,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0008829-1975,Sample,Water,4/21/75,0:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,130,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0010348-1975,Sample,Water,5/7/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,110,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0010354-1975,Sample,Water,5/7/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,100,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0010351-1975,Sample,Water,5/7/75,12:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0010357-1975,Sample,Water,5/7/75,13:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0011095-1975,Sample,Water,5/15/75,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,580,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0011098-1975,Sample,Water,5/15/75,13:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,360,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0011651-1975,Sample,Water,5/27/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,3400,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0011654-1975,Sample,Water,5/27/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,390,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0012443-1975,Sample,Water,6/3/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0012449-1975,Sample,Water,6/3/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0012446-1975,Sample,Water,6/3/75,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,50,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0012452-1975,Sample,Water,6/3/75,13:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0015618-1975,Sample,Water,7/28/75,10:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0015624-1975,Sample,Water,7/28/75,12:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0015621-1975,Sample,Water,7/28/75,10:45:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0015627-1975,Sample,Water,7/28/75,13:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,40,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0016292-1975,Sample,Water,8/7/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0016298-1975,Sample,Water,8/7/75,12:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0016295-1975,Sample,Water,8/7/75,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,40,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0016301-1975,Sample,Water,8/7/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,50,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0018248-1975,Sample,Water,9/10/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0018404-1975,Sample,Water,9/11/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0018407-1975,Sample,Water,9/11/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0019723-1975,Sample,Water,10/14/75,9:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0019717-1975,Sample,Water,10/14/75,7:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0019720-1975,Sample,Water,10/14/75,8:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0019726-1975,Sample,Water,10/14/75,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0021162-1975,Sample,Water,11/24/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,120,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0021156-1975,Sample,Water,11/24/75,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,100,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0021159-1975,Sample,Water,11/24/75,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0021165-1975,Sample,Water,11/24/75,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,160,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0022162-1975,Sample,Water,12/30/75,12:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0022156-1975,Sample,Water,12/30/75,13:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0022159-1975,Sample,Water,12/30/75,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,50,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0022165-1975,Sample,Water,12/30/75,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0000659-1976,Sample,Water,1/26/76,11:45:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,80,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0000665-1976,Sample,Water,1/26/76,11:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0000662-1976,Sample,Water,1/26/76,12:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0000668-1976,Sample,Water,1/26/76,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,50,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001460-1976,Sample,Water,2/16/76,12:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,70,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001454-1976,Sample,Water,2/16/76,13:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,210,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001457-1976,Sample,Water,2/16/76,12:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9190000,,Fecal Coliform,Total,40,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001463-1976,Sample,Water,2/16/76,11:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,30,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0005210-1976,Sample,Water,5/26/76,9:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,220,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0007449-1976,Sample,Water,7/12/76,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,60,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0011969-1976,Sample,Water,9/21/76,9:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0012139-1976,Sample,Water,9/22/76,10:30:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0012142-1976,Sample,Water,9/22/76,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0015292-1976,Sample,Water,11/16/76,0:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9100000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0015295-1976,Sample,Water,11/16/76,0:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,20,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0015298-1976,Sample,Water,11/16/76,10:00:00,0.33,ft,NCLEGACY,21NC01WQ-B9430000,,Fecal Coliform,Total,0,#/100ml,Final,FEC_MF,21NC01WQ,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0016388-1976,Sample,Water,12/6/76,10:15:00,0.33,ft,NCLEGACY,21NC01WQ-B9370000,,Fecal Coliform,Total,10,#/100ml,Final,FEC_MF,21NC01WQ,,,,,,STORET
