OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300158,Sample-Routine,Water,Surface Water,1/15/93,10:30:00,EST,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Rising stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-76 TM,Fecal Coliform,62,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800708,Sample-Routine,Water,Surface Water,9/8/88,14:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Falling stage,Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,64,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300224,Sample-Routine,Water,Surface Water,3/14/83,13:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Not determined,Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,72,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800436,Sample-Routine,Water,Surface Water,5/18/88,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Rising stage,Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,8,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800164,Sample-Routine,Water,Surface Water,1/27/88,11:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,80,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98900306,Sample-Routine,Water,Surface Water,2/7/89,13:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Falling stage,Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,88,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900530,Sample-Routine,Water,Surface Water,4/18/79,11:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Not determined,Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,92,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700187,Sample-Routine,Water,Surface Water,1/8/87,12:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,Rising stage,Routine sample,USGS,USGS,USGS,,Unknown,Fecal Coliform,96,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001513882,Sample-Routine,Water,,4/15/08,11:20:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,87,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000296534,Sample-Routine,Water,,4/9/09,11:33:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,44,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000182530,Sample-Routine,Water,,2/5/04,12:15:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,44,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000443769,Sample-Routine,Water,,4/9/97,10:50:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,33,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000397178,Sample-Routine,Water,,4/19/99,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,48,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000402689,Sample-Routine,Water,,2/8/99,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,16,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000428152,Sample-Routine,Water,,4/7/98,12:30:00,EDT,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,82,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000092041,Sample-Routine,Water,,1/13/06,11:51:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,35,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001506666,Sample-Routine,Water,,3/18/08,11:00:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,87,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001588254,Sample-Routine,Water,,1/22/09,12:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,70,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-090001571,Sample-Routine,Water,,9/27/13,11:25:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,56,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000458028,Sample-Routine,Water,,1/16/96,12:40:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,62,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000465522,Sample-Routine,Water,,3/13/95,10:00:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,50,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000460563,Sample-Routine,Water,,9/15/95,10:40:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,1283,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000414893,Sample-Routine,Water,,9/8/98,13:20:00,EDT,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,86,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000422486,Sample-Routine,Water,,7/9/98,13:40:00,EDT,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,32,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000178199,Sample-Routine,Water,,6/18/09,11:30:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7325000,"Too many colonies were present; too numerous to count (TNTC), the numeric value represents the maximum number of counts typically accepted on a filter membrane (60 for fecal and 80 for total), multiplied by 100 and then divided by the smallest filtration volume analyzed.  This number is reported as a greater than value.",,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,600,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000220778,Sample-Routine,Water,,4/25/03,12:18:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,62,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000323639,Sample-Routine,Water,,2/26/01,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,145,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000451338,Sample-Routine,Water,,8/14/96,16:45:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,Actual value is known to be greater than value given.,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,12500,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000064518,Sample-Routine,Water,,8/24/06,12:01:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,52,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000101480,Sample-Routine,Water,,10/14/05,11:44:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,59,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000006779,Sample-Routine,Water,,9/24/10,11:40:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,18,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000007098,Sample-Routine,Water,,10/19/11,12:07:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,200,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001603590,Sample-Routine,Water,,3/9/09,12:10:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,19,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000364526,Sample-Routine,Water,,2/6/09,11:26:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J7330000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,46,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000182445,Sample-Routine,Water,,2/5/04,12:31:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,62,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000434689,Sample-Routine,Water,,10/15/97,12:30:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,116,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000437987,Sample-Routine,Water,,8/11/97,15:20:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,550,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000444797,Sample-Routine,Water,,3/10/97,12:30:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,82,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000378688,Sample-Routine,Water,,10/15/99,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,180,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000007875,Sample-Routine,Water,,11/5/10,11:57:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,116,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-120000869,Sample-Routine,Water,,12/26/12,11:43:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,148,cfu/100ml,Final,Actual,,,,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160218-J7450000-370557269,Sample-Routine,Water,Surface Water,2/18/16,10:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,220,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20181009-J7450000-371240933,Sample-Routine,Water,Surface Water,10/9/18,13:10:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,98,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180326-J7739550-371241181,Sample-Routine,Water,Surface Water,3/26/18,14:35:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,240,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20171214-J7450000-371240796,Sample-Routine,Water,Surface Water,12/14/17,10:20:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,320,cfu/100ml,Final,Actual,B4Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000382657,Sample-Routine,Water,,1/22/09,11:28:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,90,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000480275,Sample-Routine,Water,,7/21/08,11:52:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,36,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000489936,Sample-Routine,Water,,5/15/08,11:42:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,23,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000282548,Sample-Routine,Water,,12/6/01,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,27,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000223961,Sample-Routine,Water,,3/28/03,12:41:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,63,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000173240,Sample-Routine,Water,,4/29/04,12:06:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,15,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000043798,Sample-Routine,Water,,2/22/07,12:00:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,30,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000065837,Sample-Routine,Water,,7/10/13,10:38:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,110,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150205-J7450000-370557144,Sample-Routine,Water,Surface Water,2/5/15,10:44:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,55,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001675011,Sample-Routine,Water,,12/10/09,14:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,350,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
